title,user_score,usa_gross
marius,79.0,$ 8262
arizona,57.0,
men call it love,57.0,
men with wings,63.0,
millie,63.0,
le million,74.0,
the millionaire,70.0,
the miracle woman,72.0,
monkey business,75.0,
murder at midnight,54.0,
murder by the clock,62.0,
my past,56.0,
my sin,65.0,
suicide fleet,56.0,
mädchen in uniform,76.0,
der mörder dimitri karamasoff,73.0,
the naughty flirt,57.0,
never the twain shall meet,56.0,
new adventures of get-rich-quick wallingford,53.0,
niemandsland,67.0,
night nurse,71.0,
oatsurae jirôkichi koshi,68.0,
odna,71.0,
on purge bébé,61.0,
l'opéra de quat'sous,67.0,
other men's women,65.0,
the painted desert,51.0,
palmy days,68.0,
pardon us,70.0,
"parlor, bedroom and bath",61.0,
peach o'reno,67.0,
penrod and sam,59.0,
the phantom of paris,65.0,
the phantom,44.0,
platinum blonde,69.0,
politics,64.0,
politiquerías,67.0,
possessed,69.0,
private lives,68.0,
the public defender,65.0,
the public enemy,77.0,
putyovka v zhizn,71.0,
quick millions,64.0,
the range feud,59.0,
rebound,57.0,
the reckless hour,62.0,
reducing,64.0,
scarlet dawn,59.0,
the right of way,46.0,
the road to singapore,65.0,
the royal bed,59.0,
the ruling voice,59.0,
safe in hell,70.0,
santa,70.0,
seas beneath,58.0,
the secret 6,63.0,
seed,70.0,
the sleeping cardinal,60.0,
side show,51.0,
sidewalks of new york,57.0,
the sin of madelon claudet,67.0,
sit tight,50.0,
the skin game,58.0,
skippy,63.0,
smart money,68.0,
smart woman,65.0,
a soldier's plaything,44.0,
son of india,60.0,
the speckled band,55.0,
sporting blood,61.0,
the squaw man,64.0,
the star witness,63.0,
stepping out,55.0,
stolen heaven,66.0,
strangers may kiss,60.0,
street scene,76.0,
strictly dishonorable,60.0,
the struggle,62.0,
stürme über dem mont blanc,62.0,
susan lenox (her fall and rise),64.0,
svengali,68.0,
tabu: a story of the south seas,75.0,
tarnished lady,61.0,
ten cents a dance,66.0,
this modern age,54.0,
three who loved,57.0,
the tip-off,57.0,
tôkyô no kôrasu,72.0,
tonight or never,65.0,
trader horn,62.0,
transatlantic,66.0,
transgression,58.0,
under eighteen,67.0,
the unholy garden,60.0,
die verliebte firma,62.0,
the viking,60.0,
waterloo bridge,75.0,
way back home,61.0,
a woman of experience,62.0,
the yellow ticket,63.0,
à nous la liberté,75.0,
after tomorrow,67.0,
the age of consent,60.0,
air mail,64.0,
alias the doctor,60.0,
american madness,74.0,
the animal kingdom,64.0,
are you listening?,62.0,
arsène lupin,69.0,
as you desire me,64.0,
attorney for the defense,63.0,
back street,69.0,
the beast of the city,68.0,
behind the mask,62.0,
the big broadcast,69.0,
big city blues,61.0,
the big stampede,58.0,
the big timer,56.0,
a bill of divorcement,65.0,
bird of paradise,61.0,
das blaue licht - eine berglegende aus den dolomiten,68.0,
blessed event,69.0,
blonde venus,71.0,
ein blonder traum,57.0,
blondie of the follies,65.0,
boudu sauvé des eaux,74.0,
broken lullaby,76.0,
-but the flesh is weak,56.0,
by whose hand?,67.0,
the cabin in the cotton,68.0,
call her savage,70.0,
carnival boat,55.0,
central park,61.0,
chandu the magician,63.0,
charlie chan's chance,61.0,
frisco jenny,69.0,
the conquerors,63.0,
the crash,60.0,
les croix de bois,77.0,
the crooked circle,54.0,
crooner,59.0,
the crowd roars,62.0,
cynara,65.0,
dancers in the dark,61.0,
the dark horse,70.0,
devil and the deep,64.0,
divorce in the family,59.0,
doctor x,64.0,
downstairs,68.0,
dr. jekyll and mr. hyde,76.0,
emma,70.0,
the expert,60.0,
ekstase,67.0,
f.p.1 antwortet nicht,63.0,
faithless,68.0,
the famous ferguson case,65.0,
fanny,77.0,$ 8262
a farewell to arms,65.0,
fast life,57.0,
the final edition,63.0,
"fireman, save my child!",59.0,
flesh,65.0,
forbidden,69.0,
freaks,79.0,
the sport parade,58.0,
les gaîtés de l'escadron,60.0,
ghost valley,55.0,
girl crazy,61.0,
the girl from chicago,47.0,
grand hotel,74.0,
the greeks had a word for them,61.0,
lursmani cheqmashi,72.0,
the half-naked truth,63.0,
the hatchet man,63.0,
haunted gold,56.0,
hell divers,63.0,
hell's highway,68.0,
hell's house,60.0,
die herrin von atlantis,61.0,
high pressure,66.0,
hold 'em jail,63.0,
horse feathers,76.0,
hot saturday,66.0,
huddle,58.0,
the hurricane express,54.0,
i am a fugitive from a chain gang,82.0,
if i had a million,70.0,
the impatient maiden,61.0,
is my face red?,61.0,
ivan,65.0,
jewel robbery,73.0,
the kid from spain,63.0,
the king murder,55.0,
kongo,66.0,
kuhle wampe oder: wem gehört die welt?,66.0,
ladies of the jury,63.0,
lady and gent,63.0,
lady with a past,62.0,
the last mile,61.0,
the last of the mohicans,62.0,
law and order,69.0,
lawyer man,66.0,
letty lynton,61.0,
life begins,64.0,
the lodger,58.0,
the lost squadron,65.0,
love affair,58.0,
love is a racket,64.0,
love me tonight,76.0,
lovers courageous,59.0,
madame butterfly,62.0,
make me a star,64.0,
man wanted,65.0,
the man who played god,71.0,
manhattan tower,65.0,
tavaszi zápor,67.0,
the mask of fu manchu,63.0,
mata hari,66.0,
the match king,69.0,
me and my gal,66.0,
men of america,63.0,
men of chance,60.0,
merrily we go to hell,68.0,
the midnight warning,50.0,
million dollar legs,69.0,
the miracle man,62.0,
miss pinkerton,61.0,
the monster walks,41.0,
the most dangerous game,72.0,
the mouthpiece,71.0,
movie crazy,72.0,
mr. robinson crusoe,56.0,
the mummy,71.0,
murder at dawn,48.0,
murders in the rue morgue,64.0,
nasanunaka,68.0,
new morals for old,53.0,
night after night,68.0,
night court,70.0,
night world,69.0,
no man of her own,66.0,
no more orchids,66.0,
la nuit du carrefour,66.0,
number seventeen,58.0,
the old dark house,71.0,$ 25678
once in a lifetime,64.0,
one hour with you,72.0,
one way passage,75.0,
panama flo,64.0,
the passionate plumber,59.0,
payment deferred,69.0,
penguin pool murder,70.0,
the phantom express,53.0,
the phantom president,59.0,
the phantom of crestwood,66.0,
play girl,59.0,
poil de carotte,73.0,
polly of the circus,62.0,
prestige,57.0,
prosperity,64.0,
the purchase price,64.0,
rain,69.0,
rasputin and the empress,66.0,
red dust,73.0,
red-haired alibi,56.0,
red-headed woman,70.0,
the rich are always with us,65.0,
rich and strange,58.0,
"ride him, cowboy",55.0,
the roadhouse murder,54.0,
roar of the dragon,63.0,
rome express,66.0,
the savage girl,44.0,
scarface: the shame of the nation,78.0,
secrets of the french police,58.0,
seishun no yume ima izuko,69.0,
service for ladies,63.0,
the shadow of the eagle,58.0,
sherlock holmes,57.0,
shopworn,64.0,
the sign of four: sherlock holmes' greatest case,60.0,
the sign of the cross,69.0,
silver dollar,64.0,
sinister hands,52.0,
sinners in the sun,61.0,
6 hours to live,63.0,
skyscraper souls,72.0,
smilin' through,69.0,
so big!,69.0,
the son-daughter,55.0,
speak easily,58.0,
state's attorney,67.0,
a strange adventure,54.0,
strange interlude,57.0,
strange justice,57.0,
the strange love of molly louvain,63.0,
strangers in love,69.0,
strangers of the evening,51.0,
street of women,59.0,
a successful calamity,69.0,
symphony of six million,61.0,
tangled destinies,54.0,
tarzan the ape man,70.0,
taxi,67.0,
the tenderfoot,58.0,
das testament des dr. mabuse,80.0,
texas cyclone,63.0,
there goes the bride,68.0,
they call it sin,62.0,
thirteen women,63.0,
the thirteenth guest,58.0,
this is the night,67.0,
three wise girls,66.0,
three on a match,72.0,
tiger shark,64.0,
tom brown of culver,66.0,
tombstone canyon,61.0,
trouble in paradise,80.0,
two against the world,62.0,
two seconds,69.0,
two-fisted law,57.0,
otona no miru ehon - umarete wa mita keredo,80.0,
unashamed,61.0,
union depot,70.0,
"gli uomini, che mascalzoni...",70.0,
uptown new york,65.0,
vampyr,75.0,
vanity fair,57.0,
veiled aristocrats,50.0,
die verkaufte braut,65.0,
virtue,69.0,
washington merry-go-round,67.0,
week-end marriage,57.0,
west of broadway,61.0,
westward passage,55.0,
the wet parade,63.0,
what price hollywood?,71.0,
white zombie,63.0,
winner take all,61.0,
the woman from monte carlo,53.0,
you said a mouthful,61.0,
young america,65.0,
young bride,62.0,
1860,67.0,
"20,000 years in sing sing",69.0,
ace of aces,63.0,
adorable,58.0,
after tonight,61.0,
"aggie appleby, maker of men",64.0,
air hostess,61.0,
alice in wonderland,64.0,
ann carver's profession,59.0,
ann vickers,61.0,
another language,64.0,
as the earth turns,61.0,
baby face,76.0,
the barbarian,59.0,
beauty for sale,66.0,
bed of roses,64.0,
before dawn,59.0,
below the sea,59.0,
berkeley square,65.0,
the big chance,47.0,
the bitter tea of general yen,70.0,
blind adventure,61.0,
blondie johnson,66.0,
blood money,69.0,
bombshell,71.0,
the bowery,69.0,
brief moment,64.0,
broadway bad,60.0,
broadway thru a keyhole,62.0,
broadway to hollywood,58.0,
bureau of missing persons,67.0,
by candlelight,66.0,
a canção de lisboa,77.0,
captured!,66.0,
cavalcade,58.0,
central airport,63.0,
chance at heaven,60.0,
charlie chan's greatest case,59.0,
child of manhattan,66.0,
christopher strong,63.0,
the circus queen murder,61.0,
clear all wires!,59.0,
college coach,60.0,
college humor,60.0,
el compadre mendoza,78.0,
corruption,57.0,
counsellor at law,75.0,
dancing lady,67.0,
day of reckoning,63.0,
the death kiss,60.0,
dekigokoro,73.0,
deluge,63.0,
dezertir,64.0,
design for living,75.0,
the devil's brother,72.0,
the devil's in love,60.0,
diplomaniacs,65.0,
doctor bull,65.0,
don quixote,65.0,
don't bet on love,58.0,
double harness,68.0,
duck soup,78.0,
the eagle and the hawk,71.0,
"elmer, the great",61.0,
emergency call,60.0,
the emperor jones,64.0,
employees' entrance,71.0,
eskimo,70.0,
ever in my heart,67.0,
ex-lady,66.0,
f.p.1,61.0,
fast workers,62.0,
female,67.0,
flying down to rio,66.0,
footlight parade,76.0,
42nd street,74.0,
friday the thirteenth,68.0,
from headquarters,65.0,
gabriel over the white house,64.0,
gambling ship,61.0,
ganga bruta,70.0,
the ghost camera,62.0,
the ghoul,59.0,
girl missing,67.0,
going hollywood,61.0,
the good companions,69.0,
goodbye again,63.0,
grand slam,57.0,
hallelujah i'm a bum,69.0,
hans westmar,60.0,
hard to handle,67.0,
havana widows,63.0,
headline shooter,61.0,
hell below,66.0,
"hello, sister!",67.0,
hijôsen no onna,70.0,
his double life,64.0,
his private secretary,57.0,
hitlerjunge quex,58.0,
hold your man,68.0,
hoopla,65.0,
the house on 56th street,65.0,
i cover the waterfront,63.0,
i lived with you,65.0,
i loved a woman,60.0,
i was a spy,69.0,
i'm no angel,69.0,
if i were free,60.0,
in the wake of the bounty,49.0,
international house,70.0,
the invisible man,77.0,
island of lost souls,74.0,
jennie gerhardt,66.0,
jungle bride,52.0,
the kennel murder case,69.0,
the keyhole,64.0,
kimi to wakarete,71.0,
king kong,79.0,
king of the jungle,68.0,
the king's vacation,69.0,
the kiss before the mirror,66.0,
lachende erben,61.0,
ladies they talk about,67.0,
lady killer,70.0,
lady for a day,74.0,
liebelei,75.0,
the life of jimmy dolan,67.0,
lilly turner,65.0,
the little giant,71.0,
little women,72.0,
la llorona,59.0,
looking forward,71.0,
lucky devils,65.0,
made on broadway,62.0,
the man from monterey,54.0,
man of the forest,56.0,
man's castle,72.0,
"mary stevens, m.d.",65.0,
the masquerader,63.0,
la maternelle,65.0,
the mayor of hell,70.0,
meet the baron,56.0,
melody cruise,60.0,
men must fight,61.0,
midnight mary,70.0,
the mind reader,67.0,
morning glory,64.0,
murder in the private car,62.0,
murders in the zoo,65.0,
mystery of the wax museum,68.0,
the narrow corner,62.0,
night flight,62.0,
night of terror,57.0,
no other woman,59.0,
the nuisance,66.0,
okraina,71.0,
oliver twist,49.0,
one man's journey,68.0,
one sunday afternoon,66.0,
only yesterday,75.0,
our betters,62.0,
parachute jumper,66.0,
parole girl,64.0,
peg o' my heart,63.0,
penthouse,68.0,
perfect understanding,58.0,
the phantom broadcast,57.0,
phantom thunderbolt,59.0,
pick-up,63.0,
picture snatcher,71.0,
pilgrimage,72.0,
pleasure cruise,64.0,
the power and the glory,68.0,
el prisionero 13,72.0,
private detective 62,66.0,
the private life of henry viii.,71.0,
the prizefighter and the lady,64.0,
professional sweetheart,62.0,
quatorze juillet,70.0,
rafter romance,67.0,
reunion in vienna,61.0,
riders of destiny,55.0,
the right to romance,61.0,
rockabye,57.0,
roman scandals,66.0,
s.o.s. eisberg,66.0,
sagebrush trail,54.0,
scarlet river,62.0,
the secret of madame blanche,64.0,
secret of the blue room,64.0,
secrets,65.0,
she done him wrong,63.0,
she had to say yes,60.0,
should ladies behave,59.0,
a shriek in the night,53.0,
the silk express,61.0,
the silver cord,69.0,
the sin of nora moran,68.0,
sitting pretty,62.0,
the solitaire man,64.0,
somewhere in sonora,56.0,
the son of kong,57.0,
son of a sailor,59.0,
the song of songs,68.0,
sonnenstrahl,75.0,
sons of the desert,76.0,
the sphinx,57.0,
stage mother,61.0,
state fair,68.0,
storm at daybreak,59.0,
the story of temple drake,71.0,
the stranger's return,69.0,
a study in scarlet,57.0,
sucker money,48.0,
supernatural,62.0,
sweepings,66.0,
taki no shiraito,73.0,
tarzan the fearless,51.0,
the telegraph trail,59.0,
this day and age,65.0,
the three musketeers,56.0,
three cornered moon,65.0,
thunder over mexico,67.0,
tillie and gus,68.0,
to the last man,64.0,
today we live,59.0,
tôkyô no onna,70.0,
tomorrow at seven,57.0,
topaze,68.0,
torch singer,67.0,
treno popolare,71.0,
tugboat annie,70.0,
turn back the clock,67.0,
la tête d'un homme,72.0,
the vampire bat,57.0,
velikiy uteshitel,66.0,
viktor und viktoria,68.0,
voltaire,64.0,
waltzes from vienna,60.0,
wedding rehearsal,61.0,
what! no beer?,58.0,
when ladies meet,68.0,
the whispering shadow,55.0,
whistling in the dark,65.0,
the white sister,59.0,
white woman,61.0,
wild boys of the road,75.0,
the woman accused,65.0,
the woman condemned,44.0,
the working man,74.0,
the world changes,67.0,
the world gone mad,47.0,
yogoto no yume,71.0,
zoo in budapest,67.0,
'neath the arizona skies,51.0,
365 nights in hollywood,57.0,
6 day bike rider,61.0,
the affairs of cellini,61.0,
the age of innocence,63.0,
angèle,72.0,
anne of green gables,70.0,
l'atalante,78.0,
babbitt,61.0,
babes in toyland,72.0,
"baby, take a bow",67.0,
bachelor bait,63.0,
the barretts of wimpole street,70.0,
bedside,62.0,
before midnight,59.0,
belle of the nineties,64.0,
the big shakedown,64.0,
big hearted herbert,62.0,
the black cat,70.0,
black moon,60.0,
blind date,61.0,
blue steel,54.0,
bolero,67.0,
born to be bad,63.0,
bottoms up,57.0,
bright eyes,73.0,
british agent,62.0,
broadway bill,67.0,
bulldog drummond strikes back,70.0,
bulldog jack,64.0,
by your leave,57.0,
the captain hates the sea,64.0,
caravan,62.0,
the case of the howling dog,70.0,
the cat and the fiddle,64.0,
the cat's-paw,67.0,
the rise of catherine the great,64.0,
chained,62.0,
change of heart,61.0,
chapaev,73.0,
charlie chan in london,71.0,
charlie chan's courage,64.0,
chu chin chow,64.0,
the circus clown,62.0,
the clairvoyant,67.0,
cleopatra,68.0,
cockeyed cavaliers,64.0,
the count of monte cristo,75.0,$ 3270000
crime without passion,70.0,
crimson romance,54.0,
curtain at eight,59.0,
dames,71.0,
dangerous corner,60.0,
dark hazard,63.0,
death takes a holiday,71.0,
death at broadcasting house,60.0,
death on the diamond,61.0,
the defense rests,67.0,
le dernier milliardaire,62.0,
desirable,64.0,
dos monjes,71.0,
down to their last yacht,50.0,
dr. monica,63.0,
the dragon murder case,64.0,
the beast of borneo,35.0,
easy to love,65.0,
evelyn prentice,69.0,
evergreen,67.0,
el fantasma del convento,68.0,
fashions of 1934,68.0,
finishing school,64.0,
the fire raisers,57.0,
the firebird,62.0,
flirtation walk,57.0,
fog over frisco,67.0,
forsaking all others,64.0,
four frightened people,62.0,
fugitive lovers,66.0,
gambling lady,66.0,
the gay bride,65.0,
the gay divorcee,75.0,
gentlemen are born,64.0,
the ghost walks,58.0,
gift of gab,52.0,
the girl from missouri,66.0,
vagabond lady,60.0,
gold,68.0,
golgotha,64.0,
good-bye love,54.0,
le grand jeu,72.0,
great expectations,62.0,
green eyes,52.0,
haha wo kowazuya,65.0,
happiness ahead,67.0,
"hat, coat, and glove",58.0,
have a heart,61.0,
he was her man,63.0,
heat lightning,72.0,
here comes the navy,63.0,
here is my heart,68.0,
hej-rup!,71.0,
"hi, nellie!",69.0,
hide-out,70.0,
"hips, hips, hooray!",65.0,
his greatest gamble,61.0,
hollywood party,62.0,
house of mystery,49.0,
the house of rothschild,66.0,
housewife,63.0,
i sell anything,62.0,
i've got your number,62.0,
imitation of life,75.0,
in old santa fe,61.0,
it happened one night,81.0,
it's a gift,72.0,
jane eyre,43.0,
jew süss,65.0,
jimmy the gent,68.0,
journal of a crime,61.0,
judge priest,63.0,
kagirinaki hodô,70.0,
kansas city princess,61.0,
keep 'em rolling,63.0,
kentucky kernels,60.0,
the key,59.0,
kid millions,65.0,
king kelly of the u.s.a.,46.0,
kiss and make-up,61.0,
lac aux dames,65.0,
ladies should listen,62.0,
lady by choice,66.0,
laughing boy,48.0,
the lawless frontier,52.0,
let's try again,49.0,$ 183000
life returns,39.0,
the life of vergie winters,66.0,
liliom,69.0,
"little man, what now?",73.0,
the little minister,63.0,
little miss marker,71.0,
long lost father,62.0,
looking for trouble,65.0,
the lost jungle,48.0,
the lost jungle,41.0,
a lost lady,61.0,
the lost patrol,68.0,
here comes carter,57.0,
the lucky texan,56.0,
madame bovary,66.0,
madame du barry,64.0,
the man who knew too much,68.0,
the man who reclaimed his head,70.0,
the man from utah,52.0,
the man with two faces,64.0,
mandalay,67.0,
manhattan melodrama,72.0,
maniac,37.0,
maria chapdelaine,67.0,
marie galante,57.0,
maskerade,76.0,
massacre,69.0,
mauvaise graine,60.0,
men in white,64.0,
the merry frinks,57.0,
the merry widow,72.0,$ 329180
merry wives of reno,62.0,
midnight,56.0,
midnight alibi,64.0,
les misérables,82.0,
a modern hero,63.0,
monte carlo nights,50.0,
the moonstone,50.0,
moulin rouge,67.0,
mrs. wiggs of the cabbage patch,63.0,
la mujer del puerto,72.0,
murder at the vanities,67.0,
murder in the clouds,60.0,
the murder in the museum,53.0,
murder on the blackboard,69.0,
murder on the campus,56.0,
music in the air,60.0,
mystery liner,46.0,
the mystery of mr. x,69.0,
nana,59.0,
the 9th guest,69.0,
no greater glory,70.0,
now i'll tell,61.0,
now and forever,66.0,
of human bondage,71.0,
the old fashioned way,75.0,
once to every woman,64.0,
one more river,67.0,
one night of love,56.0,
operator 13,61.0,
our daily bread,71.0,
outcast lady,55.0,
the painted veil,66.0,
palooka,61.0,
paris interlude,59.0,
perils of pauline,63.0,
the personality kid,60.0,
poruchik kizhe,65.0,
the president vanishes,61.0,
the private life of don juan,63.0,
pyshka,74.0,
randy rides alone,54.0,
red ensign,59.0,
registered nurse,57.0,
the return of bulldog drummond,56.0,
the return of chandu,61.0,
the richest girl in the world,63.0,
riptide,63.0,
the road to ruin,47.0,
romance in manhattan,67.0,
sadie mckee,68.0,
the scarlet empress,76.0,
the scarlet letter,54.0,
the scarlet pimpernel,74.0,
search for beauty,61.0,
